60.247.83.136,2
61.167.199.241,2
69.17.158.101,2
69.67.31.230,2
70.38.63.212,2
76.12.222.191,2
85.14.182.134,2
87.106.211.39,2
93.174.93.10,2
95.110.229.172,2
95.170.144.111,2
95.215.60.61,2
1.234.21.115,1
1.234.27.46,1
1.235.166.11,1
103.12.84.51,1
103.28.240.202,1
104.152.188.180,1
109.169.75.126,1
111.90.159.200,1
112.14.171.139,1
112.216.180.190,1
113.107.233.142,1
113.107.233.165,1
113.240.234.213,1
114.143.100.59,1
117.41.187.136,1
118.123.206.70,1
119.61.7.43,1
123.30.137.116,1
123.71.254.78,1
124.2.53.233,1
125.253.124.40,1
14.29.113.97,1
14.63.164.193,1
140.112.2.200,1
140.119.9.31,1
149.210.142.85,1
168.143.91.75,1
174.37.247.214,1
177.19.155.146,1
180.222.189.203,1
180.222.189.48,1
183.82.48.69,1
185.25.48.29,1
186.56.34.162,1
187.174.116.250,1
189.203.240.29,1
190.0.226.105,1
192.210.50.180,1
192.210.50.189,1
194.63.140.243,1
200.105.252.74,1
200.106.147.29,1
202.101.193.164,1
202.112.35.201,1
202.117.80.12,1
202.202.113.159,1
202.215.254.25,1
202.71.103.169,1
202.75.100.234,1
203.170.245.18,1
203.200.160.213,1
208.70.184.188,1
209.67.20.127,1
209.84.253.60,1
210.107.178.76,1
210.198.13.187,1
210.211.31.202,1
211.125.65.25,1
211.137.179.236,1
211.144.118.22,1
211.218.150.247,1
211.94.131.150,1
212.227.20.35,1
212.6.60.9,1
213.144.106.11,1
213.16.78.75,1
213.165.80.123,1
217.13.86.240,1
217.160.126.16,1
217.160.140.209,1
217.160.92.85,1
219.151.40.99,1
220.194.59.176,1
221.143.47.9,1
221.151.112.189,1
222.124.185.197,1
222.42.146.175,1
24.173.65.114,1
38.117.77.130,1
50.17.221.29,1
50.56.68.172,1
50.57.66.254,1
50.78.86.225,1
58.180.14.214,1
58.215.176.234,1
58.215.185.8,1
58.58.179.52,1
59.51.114.88,1
60.247.9.253,1
61.155.1.98,1
61.19.248.139,1
61.19.251.164,1
62.141.38.53,1
62.141.46.222,1
62.212.132.195,1
62.212.152.39,1
62.212.152.68,1
62.212.154.98,1
62.75.222.182,1
64.32.214.220,1
65.202.39.101,1
66.155.19.187,1
66.196.239.85,1
66.29.226.157,1
67.205.96.11,1
68.171.206.55,1
74.208.174.37,1
74.208.46.60,1
74.208.47.19,1
74.86.231.106,1
75.148.216.82,1
76.17.253.13,1
77.120.32.6,1
77.236.99.181,1
80.109.137.197,1
80.120.147.2,1
80.66.99.150,1
80.93.94.8,1
81.169.172.225,1
81.169.181.14,1
81.223.206.2,1
81.30.158.207,1
81.4.117.50,1
82.165.131.50,1
82.165.133.208,1
82.165.133.28,1
82.165.145.12,1
83.143.84.162,1
83.222.5.173,1
84.19.180.86,1
84.246.224.147,1
85.142.112.90,1
85.192.163.157,1
85.214.107.117,1
85.214.116.181,1
85.214.19.146,1
85.214.21.74,1
85.214.254.252,1
85.214.68.143,1
85.214.69.88,1
85.25.20.63,1
85.95.252.98,1
86.58.131.104,1
87.106.180.111,1
87.106.180.210,1
87.106.191.193,1
87.106.208.234,1
87.106.210.86,1
87.106.214.94,1
87.106.219.45,1
87.106.221.220,1
87.106.29.11,1
87.106.66.165,1
87.118.118.38,1
87.118.120.199,1
87.118.64.222,1
87.118.82.89,1
87.118.84.179,1
87.230.22.69,1
88.131.111.212,1
88.198.58.67,1
89.190.64.7,1
91.121.119.206,1
91.135.238.186,1
91.136.42.36,1
91.200.48.220,1
91.217.151.130,1
92.240.235.108,1
92.45.24.51,1
92.48.90.97,1
92.51.247.73,1
92.61.46.117,1
94.102.49.168,1
94.102.49.237,1
94.143.158.77,1
94.177.98.27,1
94.232.175.130,1
94.247.24.32,1
94.247.27.237,1
94.247.28.64,1
94.75.243.21,1
95.169.188.190,1
95.169.188.7,1
95.211.130.210,1
95.56.234.110,1
98.188.241.198,1
